words,sentiment_coefficient
abjghost,-50.46850449702781
funniest,-38.141733488396845
campe,-45.990205767429416
Starrs,-47.760856440965384
operated,-55.97169014735868
AbdulMahmud01,-45.738080194113
AlexHouseof308,-40.72538832241655
ReoFlamez,-41.905601781848404
parts,-43.08393005655977
EdoBritishboy,-55.17336608230461
obchnw,-49.267809489860156
omuahevents,-50.52049565773461
medium,-49.19131113395789
spare,-52.685209529750736
OnyeRetweet,-51.90847060904384
KARMA,-56.89003768669238
Quick,-51.052825971946696
daramolayinde,-50.089776352189624
JonesStats,-53.33363779075604
TobiImoleayo,-46.612280453146745
stone,-55.15245694844135
Uncle2Triplets,-48.794455845426356
pateince,-43.781546201161156
croxxbreed,-49.650652320648184
loan”,-41.06452210149444
jammyunn,-49.23431344008643
goods,-47.66264151140082
MavinsRecord,-55.076887850722365
Blessin73761804,-45.770476524136306
documentation,-55.05051649451997
scratch,-51.82820864406223
DJ,-33.15207512124651
gesture,-49.19772972255932
Plan,-45.964779788463616
diaspora,-55.60901261791122
MrOnochie,-46.89545864715549
ajvibegad,-44.36109786360103
FEELING,-52.636745768186145
Abisoyeolatund1,-49.27932724147701
VbankxAyrastarr,-47.69155251742044
Tope,-48.519302873848936
intact,-50.20415240247358
EidAlFitr,-52.558249528801355
mercy,-53.38332008836294
Renmoney,-52.146653263418614
lying,-47.56068503932412
Safetrustltd,-50.53291235043976
Jechiboyz,-36.977500212123424
07052316248,-48.49114061943664
mailing,-50.406678578058234
MisterKJohnson,-54.27175907096231
DanielOfodile,-47.91607654380008
kenuzo,-43.1738392631386
tcomp5XoVdhop,-38.57897080527683
drxlrj,-43.826604548047705
sijihenry,-57.23594564031715
ages,-53.079835295282656
NdifrekeMiskey,-50.42344743321444
Evening,-50.88342982751727
tobybyj,-42.93894002256578
Voters,-49.563427108787884
rescue,-51.85775045128712
mandated,-49.23552338090453
dahweva1,-48.71150609647149
FanLove,-50.94835606804088
collaterals,-47.655100490761306
andersonchivo,-51.600864371378954
announce,-48.70447220845504
weekly,-50.48426272741054
mumu,-47.23003917481427
but,-51.032737348239266
abuja,-46.33221187223442
terminal,-51.75406475900234
infact,-55.651590630687735
pamilerin4excel,-43.02093186163031
Titoyeope,-48.124019924253496
Asap,-50.923181441723116
Dubai,-53.702216482585776
Tolani,-52.10426375341524
N100000,-51.439228314888354
garri,-52.508542893201835
savi,-52.99972740491141
investor,-44.44467266752712
submit,-54.58517436361016
N4,-41.06326413339664
issuing,-52.99881099991051
PrinceJ73,-47.522636311484035
5stickyfingerz,-41.850406419420985
limiting,-51.861059206205375
develop,-56.60497741538762
battling,-50.172677944957634
champion,-45.09496080665965
Olushegz,-42.24032857775142
deducting,-50.45388959989899
checkup,-52.675964551005244
1000597865,-45.47302793353815
TeamNaija,-50.94710350426698
Orientation,-43.24304210482943
otp,-48.71937390640798
Daniel,-56.457554307561054
countinue,-50.488232523153734
idamokechukwu,-54.26635614425125
scope,-55.52913650252962
1000456290,-44.62858919283783
Iamklaceeq,-48.66750156583079
attached,-53.04957003766229
Cap,-52.82606437813094
hairstyles,-40.567227918885486
19andDangerous,-50.75706898563031
Pocolee,-54.139428756876
beggie,-50.97771996524149
SageKristen,-50.24016841753782
heistpunter,-45.53513949907774
CDTSChilds,-44.70790665035386
Award,-46.794356528792015
ChinedumB,-43.6923408415061
sacrifice,-52.20899883043314
vibing,-52.480636831018224
3plebim,-31.363753478040998
igunnuoda,-47.571997056957514
BAHBAHLEE1,-46.12768411776865
omardannyy,-45.88944540798707
sing,-49.388649788334625
weyrey,-50.015560973881605
meantime,-47.047409299451715
contacts,-50.37704736171771
DJKIDRA,-51.921989263998675
Could,-53.16971787768941
thobyiano,-48.10882777379897
obialunamma,-44.06079349920043
Naunetgoddess,-44.41480189097309
feyisoven,-51.22009794079205
ipaja,-47.93597756522289
praise,-54.755429168382264
tcowROFOJWlNU,-39.19477130827988
KlassifiedArtz,-33.87860207506642
AyraStarr,-53.837597740068
tcoCsAlULtr9W,-50.02983004849161
Courage,-43.548281030300366
We’re,-60.7064477141436
Dons,-59.899968295846435
Ajaniolumide1,-47.32750667575901
WonderGee19,-48.55109624531714
DavidJulesDuke,-40.347440042558375
therealbossun,-48.94947298534903
Ghenedinho,-49.99678535170009
iamvecthor,-47.22482082148716
Bless470,-56.35450227895599
Officialsoliu,-39.02595261371156
Parents,-48.97771347434074
upcoming,-52.17382274740956
jsexyjeny,-45.29143269998816
weak,-52.10260923587388
tcoly1SruAKyH,-8.489287891994392
men,-53.06426421893311
Awwwwwn,-47.81735680950042
ShitsukeFF,-51.958776389895846
SimpPoPo,-50.51024038359677
affect,-54.43912451533265
Edakun,-49.75253114560677
satisfied,-50.99778466884921
ibuthemagician,-43.15867458211006
Almost,-57.09037184593416
iamrhapsody1,-50.66803975575407
Chenille247,-51.17543263698654
150nara,-44.111683700449206
whyne,-51.65982630231066
ChijiokeMozie,-46.11091133175756
VFDbank,-39.061525063858895
VFD”,-50.503168303799704
Keepiton,-46.571112333436375
thrown,-50.93668073668588
JanuaryKhemia,-19.77104228717498
SymplySola,-33.85857415545121
smallie,-44.61837236851042
Sometimes,-54.50637931407552
nonnygentle007,-51.704423914870745
dsadegbola,-44.997040284397485
USING,-53.454516215114666
TOlakotan,-52.3478451025372
FirstTrustMB,-49.21734132487513
sele,-51.355710841094336
Ronaldo,-46.91286704614633
lelelele,-32.64216954256832
management”,-42.26724037678027
specific,-49.27709342750148
granting,-52.328219960165086
ayemojubar,-51.618904121164036
uduXmusic,-46.48554548853833
EtifiokNoble,-42.332647903867176
educate,-50.725703658065264
YroffficialDady,-42.60086894448467
Damsel,-44.72189712358998
surulere,-49.55997342488103
Dr,-51.2140112630379
cashtag,-41.89269013042007
clearer,-52.62113268125242
AkotunRidwan,-48.28539493683491
akinladesdq,-46.32072162542522
mute,-51.03293114540869
cloth,-59.27101511669914
YSGisbae,-44.38382997760694
iamhaykinx,-49.8289928756669
AlwaysQueenEsty,-45.09642912472952
Duty,-51.20458359254264
whitevertigo,-46.205780634769475
DEY,-47.8281401726748
sureboinath,-49.05765155318073
Slimezxn,-48.64693169479689
selling,-53.89831999046869
opeyemibalo,-42.30732775434415
Lanre,-52.304646728910186
Starr’s,-54.255673547978716
mentioned,-60.20839279033841
shaved,-47.45026970102738
oloyelekan,-51.95088647318197
Wan,-48.09194894802941
Old,-51.04757884570853
Nza76447907,-49.700080254872226
Mhizmoore1,-44.34530674334323
VbankxAyraStarr,-45.80342462267164
fans,-55.17126452201121
ndi,-49.47195746739852
KEBSC,-48.912181613433155
PhilipRichy1,-34.10696495761873
abiodun667,-35.488452768435636
EmManuel1,-37.80839666851776
Emmaxeboh,-37.94983249480844
8G2JR,-46.47058384034752
1000693073,-43.48047648389821
soundgasm,-44.34413863557601
folds,-54.89344036861486
MrLuggageGuy,-48.144007037184984
Vs,-51.872875303641074
Edoatta,-54.94314531152556
adeboyej,-49.13665281295284
Yeancahorllar,-49.77071615850752
Gtb,-49.43021581817043
incoming,-47.01095305611023
waited,-53.833762210263494
neccessary,-49.845472831352645
AZA,-50.30738983339506
tracks,-53.876556301182745
Sell,-46.215750125499454
royobalony,-54.307234398168774
Sexyyvonne14,-48.52933981017635
Video,-55.01154292605403
reboot,-50.4148213246086
IJN,-49.20837408772799
Whys,-60.30540775629168
tco92Tq4XfnCq,-46.63079175522095
weird,-52.603718364592936
rema,-42.576787618651444
yhemmieDblaq,-46.53216606706337
1001003206,-42.53230451511536
OpeyemiLizzie,-48.39194156000669
timiPR,-49.99599770820598
naso,-52.42520300323604
opinion,-50.02152130050606
co,-55.19429453884056
issued,-48.008607503924516
120k,-48.12559616123857
people’s,-50.863746101260375
Poor,-49.72282726856456
thief,-52.1010304502451
UwaAjayi,-47.015488994645615
oloriburuku,-52.16012377202596
forming,-49.83425766517108
goodbye,-51.23259897677931
StellaOlanike,-46.79607759845892
appreciating,-52.97963621068461
they’ll,-53.59602826364844
theif,-53.67728240042564
Omoteniola,-47.182726871019376
starve,-47.51785545283777
FutaBro,-45.81659995688865
compensation,-52.20465561334805
2yrs,-49.886387254683775
2day,-53.77931952208113
Chiboy100M,-47.95913853083721
EngineerGodswi1,-43.3534912215394
alternatives,-52.01851848599956
Bólánlé,-51.935060489651136
Starting,-50.7949938879906
bayorinde21,-49.3035147159107
SeayoAyoola,-48.69479785460577
Damn,-56.952151459326444
ToyosiGodwin,-47.154688962776376
Chat,-49.610270304254556
industry,-54.978761200243056
trash,-48.10768865467145
Dicksonoche,-40.5171806356227
OkeyCityLtd,-36.927172722661446
Owerri,-51.080080215251115
optimal,-41.32161127716632
owner,-54.313605186625914
BankwithV,-50.72924833467363
Aww,-40.859550728446045
blocking,-52.629588035165945
according,-49.16540745405945
JessicaBrown0,-44.252935513920484
faces,-48.41653714242248
olaoluwafm,-42.706967528267676
tea,-57.16634367803566
genuine,-56.709690465212454
Kaduna,-59.66638375306884
arrived,-51.79989683810759
girlfriend,-50.437578789994404
regularly,-55.02774085377806
Nig,-53.864964400929736
memories,-51.958692020784575
stil,-58.72998603996308
Weekend,-45.036978978754746
moni,-49.581192666088036
Temmymimi1,-52.6983161430593
keyboard,-49.55258567933813
shinamemud,-46.81103953489833
alhansjohn,-45.8820332456732
Lorenzojr09,-50.240643806122456
alongside,-53.96129303261356
ChiemeneN,-45.798138731171
vision,-51.5300677326006
chiefofthecity,-43.75560382832278
BigMyroh,-46.68442962834589
bank”,-35.37832819852323
locations,-53.179034656000404
deceiving,-47.0076192475302
Yesterday,-57.86670530177346
related,-53.98807503686628
1000587105,-45.802225452397835
credentials,-47.814321522549996
fuel,-52.76627477706758
Emperorneco,-46.60628914704259
5h,-52.42510346217014
IAmJamotech,-45.15172107233629
Message,-47.687939572655125
30,-53.62973569957937
collected,-51.502420385043905
omolewaz,-50.4452666855624
MokejiB,-53.271612474547986
countless,-51.10646960261621
that,-51.26403625337208
Using,-54.04598912849232
Ladydondharmie,-49.9178734250259
cardless,-47.504307190021294
relevant,-47.40108997422874
pursue,-52.481298050338175
OsasBadmus,-52.42843552066477
convince,-54.50369463929725
reflecting,-47.117584232824505
Play,-46.10012476394731
kemzon,-41.12617251003434
blackbhoy,-54.67280523781718
mainland,-51.39856655311947
Ibadan,-52.29484954022333
migrate,-55.035798533839845
sharp,-52.22769374033484
pickup,-57.53571457665835
South,-37.11982648894551
North,-46.975066232273505
iamdoctormayor,-39.42250976686607
burst,-53.46768677229515
AnnaEzenwa,-49.438465716578975
claimed,-51.73779754715611
Island,-49.4544930431551
eZXpoNigeria,-43.781003893511645
London,-50.82972153743598
penny,-50.39040821419704
easiest,-46.23424253705907
attack,-46.76213895987337
Sad,-54.347793720054
segalink,-60.45423311834505
hemmanuearl,-45.60703569711372
concept,-50.25326793689755
shouldn’t,-52.21230077167485
extremely,-54.210099729900655
tears,-50.6752610757333
prize,-41.93983030677347
Makeathon,-52.897190580604004
Nope,-43.066850822730274
Postsubman,-43.022650712338596
Internet,-52.87813301209708
essence,-49.248946164490825
TifeGNL,-40.2535942367084
Nawa,-51.672042138490966
btw,-51.82997049089351
DcOmomeji,-52.11247509253305
Jewelmiliy,-48.25027533365201
AdeyefaPeter,-49.04440817144124
faithful,-44.4302328557354
union,-51.90519348261953
Everybody,-51.64373330851896
Stress,-51.75418970305522
Peace,-52.396711304820855
banked,-49.4793425123192
ngl,-50.582849259238564
True,-42.6043268902711
DOB,-37.29262207158598
valentinesday2022,-48.77310151188267
Double,-55.17891628952275
currency,-50.094416720847725
Service,-57.71058428851318
temper,-47.840402228649936
Hop,-47.004456286034
Nonso,-49.29037339496172
Shut,-41.764824043631535
Opportunity,-46.53220240117214
mrkalu,-51.00676717794433
Itsmelvin,-40.68558122570201
Woow,-50.75316827171651
useful,-48.49894252336426
path,-55.499655197186215
quit,-53.96003306796446
The,-33.13307984354299
stubborn,-51.21155705365428
GRAB,-42.082471073821665
corporate,-53.67007312795667
Dope,-53.68891835060122
watched,-52.393052259881124
ghost,-47.91426381610862
Weldone,-52.38615940363648
Fuck,-53.30838458567191
lakunma,-40.29235397175482
everly,-47.64543027976977
Lekki,-51.46587113163093
Head,-50.17180031935317
Ref,-54.32411574302928
Kingjamex517,-42.22731098874347
Gbenga,-48.09764762030628
sold,-57.811476949741
heads,-56.98456812730268
grabs,-41.40178722592389
vbankpictures,-53.89320546689413
ppu,-48.26704959245898
behave,-53.920780284009716
Makkye,-51.02377699911085
holaKunle,-45.559796403651525
“retweets,-31.506699911426296
Voting,-44.79398616414626
GageAwards2022,-40.78194529290935
MayAkpan,-43.55428040931421
bikonu,-51.932815458880505
joyashley1,-43.47384637018751
SireCharsty,-43.24135405595689
transport,-47.85892019077896
pic,-44.94438403756845
Interesting,-49.04830409845355
seerpastor,-44.8179284051346
standard,-47.60710939617243
beans,-51.60474774597626
distance,-46.46714535942289
shouldnt,-53.81987440581301
smiling,-55.176373902105766
lasted,-46.83858608772916
community,-53.83299805434877
QuidaxDonJazzy,-49.874547270652215
Loan,-50.15460716225728
MizCazorla1,-44.516303656818515
okaforchuks66,-42.0763599880878
Nugagames2022,-36.83444475947422
ClemsArinze,-49.47199080640027
highlights,-53.07129121407549
Turn,-49.477989629622144
homecoming,-45.54313282362638
Hebonii25,-41.79846676325115
NUGAGames,-44.07821281774541
MarxSeezn,-46.28452254973183
launched,-55.577122325727
OmoniOla,-48.515195958875346
down,-44.30044524227706
blood,-59.75521099062561
Appreciate,-50.1542460802139
Osun,-50.53102680367117
discharged,-55.71312628837774
drugs,-53.38978052632057
six,-52.2214888752259
macheteros,-47.15918725328132
mahn,-52.9881919785302
heaven,-55.27240933542761
extended,-54.374987453046316
massage,-48.165943857468704
entered,-49.686665026172754
inbox,-53.715113117276395
flow,-55.800251689681225
Enter,-48.813097869134246
compared,-46.40590570120405
shebi,-51.83491365896007
duties,-49.82754219732303
ignored,-53.75151256706658
iCONS,-48.50501262324562
Flynessfly,-44.0449238843183
Normal,-54.46448258448383
consistency,-49.139931685196444
Ellahhhh,-43.98797784992363
Kendrickwest007,-39.884302544005756
god,-45.781437109379425
protest,-56.7736914034883
henceforth,-52.120174163877955
relationship,-54.1668389504133
Believe,-52.17208066125588
Whenever,-48.02067062395521
IamTrillz,-49.39297849056618
Growing,-50.07007500563137
VAT,-50.411524766894985
granted,-50.89128560221886
Uniport,-44.84096572285618
deduction,-49.511471408924926
designed,-59.575377135854325
Network,-57.27083299212199
filled,-52.81922476824706
abundantly,-52.0320920540145
hearts,-52.16297199141328
Mary,-51.51956190468553
150,-53.361342327102406
wanting,-49.55473812738113
sexy,-48.24459699663015
Insurance,-51.1640435591711
dedicated,-48.764272426510594
RAINBOWS21,-54.28499001302381
reference,-51.083643798824774
Seeker0502,-51.36306476958201
Though,-54.0497107353128
Post,-51.06293510360164
speedy,-52.42162066664141
spa,-46.399346023444906
MothersDay,-47.322575598896954
stingy,-50.08169726840678
somewhere,-55.34163651476397
sisters,-49.68431094504636
empathize,-46.206097738419984
tons,-49.78956788557103
bn,-51.41571251538017
sick,-57.347919452722586
hw,-53.95667207648617
RepYourSchool,-40.36142892688095
died,-57.694623995441056
hair,-52.47249410593119
wouldn’t,-50.451338517010804
forced,-56.42282436186383
realize,-52.10490004356759
iya,-57.62104653574781
draft,-56.81972681035311
replace,-53.08930347884511
battle,-54.27760773420426
mothers,-56.23686404726619
MothersDayForAll,-41.85377230856138
seek,-49.67196757451065
5Y3QS,-49.87681361904321
youuuu,-48.40243979401953
bcayy,-55.08677763328452
persists,-50.865259922574616
Probably,-53.225761595199934
datibodude,-46.313641553878426
NugaUnilag2022,-51.72446298528335
Uniben,-47.98289627014713
tolrash001,-50.84286322646495
legal,-60.396237497375914
Culguy007,-48.79011116960737
ati,-49.385121841887305
watering,-51.79372769112468
Ogun,-51.742840626339664
stands,-53.25995347426393
listed,-58.89228710203016
cutieoge,-50.79464239147631
Regards,-44.11344947899936
insufficient,-55.672423800587886
Mother,-60.12104883427668
native,-54.26594878590369
depressed,-52.084661736049625
restore,-51.32453664050112
staff,-52.539657844532485
mhullerCFC,-45.131552189902706
odeyowojela2,-47.39601155370332
Might,-59.364686078007296
truly,-48.278173602179436
Nuga,-52.52974026007574
continuously,-58.42951072683565
suggestions,-54.259353388880356
Mastercard,-51.235416303840324
tested,-49.37437841697096
Notification,-52.37407855949011
Pray,-56.55948623056885
restaurants,-52.74798633704534
City,-53.09323562981563
Log,-62.165471202283136
3pm,-52.768874407156495
fccpcnigeria,-46.58212228156964
statements,-48.671379980930595
BubeeO,-48.60728533530626
Thinking,-51.00522388958556
Shebi,-51.48327084860692
up…,-59.9039321316296
Couldnt,-50.5068832598745
reporting,-55.366924942655906
awwalquadri,-48.81012445102989
likely,-55.270674401420344
preferred,-49.453142955954604
PAN,-53.00076254099777
cried,-51.45445403823668
gender,-50.59210551058123
Normalize,-50.6660343412204
multiply,-53.80797944523576
drive,-58.60008254901263
Ramadan,-53.294451168533236
tweeted,-48.94857007747215
AdenikeNIMA,-43.29593496880584
VivaSfGM,-51.06396459469015
buying,-54.21070313693488
Doctour,-49.212235123930604
usual,-49.99443535177452
soup,-53.10742128008871
AprilFool,-52.05323400127653
OladunjoyeBles1,-53.826343109690825
meeting,-50.83057165983074
OreofeIlo,-51.2289048845127
disappear,-47.71838804002086
fly,-50.785962743444095
CatherineDgirl,-45.475640440538044
position,-49.98356371833054
Seun,-56.26553560313788
4rm,-56.440595833079776
Lmaooo,-34.56907670769348
temigomez,-45.370319465927416
tagged,-49.74159266117127
dj,-53.60908518178011
RSVP,-48.30934200003558
Anambra,-40.14639762457119
chances,-56.222372325307184
ZoakaIsaiah,-50.4383920236989
Patricia,-50.44692246962625
DanielDapeterz,-46.07851911985276
mohbadkpK,-47.6057086047489
Federal,-51.57756390862635
16,-51.69823381117687
Ade2bowale,-46.670355796590876
addressed,-50.11517153768618
stated,-52.148606780397515
YBGauje,-48.87649674199522
edit,-48.296324067759095
fooled,-49.2106947709754
holy,-56.227623804888374
cryptodruid10,-50.26634073074209
pipu,-52.10389631590842
sector,-50.931085722889215
OlusogaFunmi,-45.103659053595244
unna,-51.20270839382649
Almighty,-54.705069264729175
marriage,-57.169257372068216
xchinedum,-50.74429345529636
MhizEstelle,-53.944495688820474
actual,-57.2601491269727
Xmas,-48.205441686307765
1000611808,-58.83213379580126
awareness,-56.01107281040998
lyrics,-55.64572136713618
Theyve,-52.431514285286866
roqqupay,-48.0529190395208
Kilo,-56.20489309792611
Land,-52.14083901652398
material,-52.56276895990313
consistently,-52.66635005858102
Fb,-24.311216976851895
ri,-52.71365105927413
unto,-49.84951654037419
partner,-53.15210305452863
initiative,-54.605937842410455
regulations,-52.30112174978065
Making,-52.589403279407996
bawo,-46.7310816423619
punish,-48.30083971446074
thou,-50.132221213057925
Alaye,-49.85874160559384
max,-54.78488717672531
painful,-47.781273118416124
nt,-52.83718591658565
angel,-47.408512639373846
Blows,-51.38429532304852
Link,-50.1337411563355
creat,-51.88835735781964
efficient,-56.94069216887753
ENKR,-48.56822829737554
mehn,-57.385917515684206
continued,-54.72238254590854
agents,-51.28961340350775
Mek,-55.856954339600094
function,-52.382000633537686
ideas,-55.973761545264935
fashion,-55.3273235183389
collateral,-50.41768871315695
auntie,-50.24753205633915
again,-54.55275550825208
Todays,-50.624454022536085
Magixx,-52.82317397479601
OfficialDreJon,-41.594067001213375
Vibe,-53.11419040239111
Alot,-54.41176073351467
plis,-48.54366013732335
Much,-49.342275652739936
Powered,-52.663333413757
sonubidamilola,-52.18141083287918
BTyscorn,-51.65191859501627
14th,-53.974816754953565
average,-49.33137752924981
HAPPY,-46.18651205867993
reasonable,-55.4918441389377
Adiaha18,-44.4819422272339
TopCuiz,-51.76900859636581
inviting,-52.778075037744
thanksgiving,-56.30090293065193
birth,-53.615325493415234
28th,-44.65118241528279
dirty,-53.574565850173336
everification,-45.062817952336694
DeaeniJay,-49.39484858997013
consistent,-49.05854648091218
steal,-48.74836750526998
gmail,-49.473589840818825
term,-51.095546987494586
Q1,-45.965892119530665
Drille,-50.44252926583065
abegI,-52.68349111264148
Johnny,-48.246991182506285
SendbyFLW,-52.23311897202874
N2000000,-44.531560207486926
NEW,-52.96965411994391
momo,-50.24289207729622
EricaNlewedim,-54.56080040213274
Mohits,-48.537216000657686
debts,-55.34154690247832
style,-49.745314833604205
Mi,-53.509399273227224
liar,-50.85989345224151
belly,-41.57272539050482
flaunt,-41.40025944176006
pissed,-56.1265041927926
chairman,-52.51210601684489
Father,-51.1557364942492
wrote,-48.229891788504396
fixon2owoo,-45.40861872327736
shutting,-50.88433853462911
01Teemah,-47.35988706615435
tcoxF9QoFvKLr,-51.939155188267215
Omoo,-52.969130162252206
emotions,-52.21570124184613
itzAMoyor,-50.499111901610505
BenedictPappy,-47.23767798321916
Uzoma,-46.11488355665043
danoluwasmith,-42.71264327539301
welldeserved,-47.73004963025733
folks,-53.73554066653505
scheme,-53.793339934005694
extortion,-51.93050310110835
Funds,-26.000693904464807
Confirm,-46.68714354539879
magixx,-51.94288612102022
standing,-52.30796258142153
Omooo,-57.17328260455045
EngOlarr,-47.22532759884644
dae,-49.835650824767015
BBourlah,-52.28382984273328
101,-54.44700268901575
sometime,-50.043345013958984
specially,-53.703154301961696
throw,-54.114732144536866
AAMoshood,-56.87408092986424
ChiefLota,-1.42684684293348
David,-49.597452693551396
cum,-55.49500732954669
clearance,-48.57103181135251
gold,-49.06337836040481
↓,-47.06685956160337
ran,-46.2589373820986
who’s,-52.78217265347828
Started,-48.43686608038046
Lyondegreat7676,-50.27242581788057
toseenore,-50.92021811263546
osinachiart,-52.47383998138963
bal,-42.77294248019504
TargetSavings,-49.01064033841289
TONIGHT,-39.845434824553266
11th,-50.73837915329757
ACCOUNT,-41.88457963833975
NAIRA,-38.562897473572505
DARE,-40.258973870034886
tco2COW1Za3VP,-39.80956812604177
KeaDrive,-53.10121322635513
Trying,-49.137875934053056
Mazi,-52.791804906042564
1000339926,-42.191387471175815
Wishing,-55.02387654976812
decrease,-49.784149225913474
somebody,-54.706562539045684
AuduJoseph9,-49.3625594186076
kingdom,-51.169732521399546
robbed,-52.72187974169695
Awopetu,-47.61116455712087
answered,-51.86196170338947
ValhallaX0,-54.153267711175246
1001257360,-52.62338503982998
solutions,-51.86067916883032
50naira,-52.25164566258879
overdose,-44.03786913369696
onI,-50.22575311736616
nowI,-52.62716852946965
oluwasegun2261,-44.85033407568294
lord,-51.637200569412414
SterlingBankng,-49.991677718802336
hopefully,-56.4835160443593
notes,-49.30357968517844
P,-45.89569462927555
Touch,-49.31679605989189
uncles,-52.19337833179688
siblings,-47.689136875296555
visa,-52.170468756223606
MzBettynah,-51.21587579524864
Patiently,-57.31198322749058
Bloody,-47.75523435391548
Don,-53.052255429983
Totally,-53.300482436161765
Only1Lifted,-54.59962856176319
importantly,-54.78999358183501
unborn,-49.70641265870868
wondering,-44.20069567131183
cope,-52.07834683515801
Abegtag,-58.37387797130673
Jam,-53.24238489141429
struggling,-49.092037259337445
Qjoevial,-39.90953593339876
1000720818,-41.89839647656287
Izu89,-47.799170655491764
setup,-52.959257891577344
ddahrey,-41.6728217169627
noise,-52.40814333637692
smell,-45.08167863159414
notices,-47.8983881146642
yii,-52.61637351541323
Set,-49.72822094832056
texting,-54.111677926914496
desires,-58.98398976432803
grant,-54.39162743572082
Calm,-53.82866664328682
plead,-54.222444002862176
boom,-53.4339412114809
adekunletimi16,-41.64846468557958
aswear,-47.616591841089274
Hard,-53.78343707617531
asks,-58.23634564010943
Long,-50.640037178070465
Sign,-48.12235782902946
mak,-47.73350562796882
Bola,-50.6615653648224
lmao,-51.84128377059455
Transaction,-53.37861405429409
wrist,-49.10295975580764
Pizza,-51.896136696354574
provider,-53.35416866849486
bi,-48.70878542007175
OchijePhilip,-49.07958698021194
OOO,-57.75092284131915
program,-59.20010978976581
dress,-51.92550781626326
Chocolate,-38.34761791931806
courses,-60.53580377979509
affecting,-51.74954586403686
Chartered,-46.55389236209879
naaa,-48.32269538090915
lifting,-58.65234906035181
pour,-51.323860875511734
valentineiscoming,-50.46203677569426
command,-52.957433568623664
bursting,-50.846153384147804
expected,-55.85458438274238
Wristwatch,-40.03524071175619
ear,-47.845400267050536
Vastarx,-46.38259111208164
odds,-53.74858048508747
mouse,-51.82558531957334
console,-50.75811670565092
Dinner,-46.81612875677721
Work,-54.54107239269445
poultry,-49.48059110038696
Books,-20.692242110330398
Ikorodu,-47.04324737955337
theravenbank,-51.26672406603186
arrest,-56.19339424633182
EFCC,-54.81196812687794
Brightbhoy,-47.970031866569926
iOS,-51.15657348772206
sugar,-53.42105359633117
Rich,-52.79974657509889
chilling,-50.331171365446686
Cake,-34.036135396113316
precisely,-52.41271054573717
valentinesday,-51.211953498387736
babies,-51.9865594268609
8k,-52.910295719756206
so,-51.36217328997427
Haaa,-51.50307141000938
gateway,-54.8660136057338
kit,-50.71864543559578
achieving,-51.87156591355394
Currently,-46.87644927472807
TheJessicoco,-45.2713930592176
suave,-48.966231655639945
jay,-49.748897004263156
Learn,-50.654765201859725
jchukujindu,-36.933769120414475
devil,-47.74871878319632
Loving,-53.02080647679316
heistolu,-52.07027900586446
lonely,-48.93786959131934
hanging,-51.338632613344124
proudly,-49.57606852250481
clipper,-57.15593298030176
ALEAIRHUB,-51.252446424460395
Blessings,-53.52854531711967
ThaRockefeller,-51.21423556263601
messed,-48.2908009321798
i,-51.354974850269876
kingbuchez,-50.18504892698287
therealvictor13,-44.933289496302564
Victor,-44.988046522896916
JustKingss,-43.90208860059865
Buying,-51.764564197819375
sorted,-40.697832675221846
solved,-52.062722702859574
brings,-59.08922624070125
bags,-56.36599998345098
Kon10dr,-51.99042588918356
trophy,-57.246542544541136
5037911,-51.15090435633108
Fixed,-61.97301884054763
Deposit,-52.43891462232153
banned,-51.142760093727205
5times,-49.20471192211626
pizza,-52.47678319022951
oluwawin1,-45.758204828589975
tip,-64.00316001822738
amen,-47.25510232568037
N500k,-51.92402576603074
Sending,-52.764454285898104
mini,-51.63823282535358
kaylous,-49.04628488486953
Feyisara,-46.68683855115081
redeem,-51.76105673003644
9k,-52.277249636606214
recurring,-51.395734345303794
emprince50,-49.36110978068933
wine,-51.38058133296952
completing,-53.65312510571553
DailySureOdds,-50.36599148024215
applicable,-54.43555354125464
Theshirtguykay,-44.619550516701686
para,-49.70400636102134
pure,-51.72814036288657
Ebere01,-55.24412002867799
applies,-48.11315107250083
ongoing,-45.6358340892896
safer,-48.778998115880015
loading,-48.350553135146185
topeh,-51.77340447233777
LayconPR,-48.71048352286319
Esports,-53.44503988873167
presently,-54.62071516944372
Tobilloba,-52.775335106274134
AFCON,-52.16465235584138
AFCON2021,-51.62211911733354
HelpFixItNg,-51.19092413053751
VEELAGER,-52.408237528138216
materials,-54.78171939041561
Terms,-41.93092062866684
Smh,-46.55933663870056
BrideTitus,-48.99180360497959
downgrade,-49.582956489420546
innovation,-51.71624057472815
AustinIloba,-48.12956312000944
disappointment,-50.5624529542371
mastercard,-54.823263957727626
internal,-48.675035194589974
Ibrahim,-48.2210897752532
ItsTheLazyChef,-43.94119509556998
FEST,-55.06625303143846
Nov,-49.46947394225015
icons,-49.936335263628926
LwaWives,-48.89708322032707
attempting,-48.34461741089773
license,-51.22057820276282
drivers,-49.16743926399873
Oliver,-46.82012244389792
reupload,-51.98705318958199
submitted,-55.57631824265818
Eze,-53.498342014474275
KingOnAire,-51.90365087805803
ooooooo,-43.79702371373012
Answer,-51.57335000698245
Conditions,-39.29631604931915
Covid,-51.947456089506275
Cash,-55.282573174467366
bankwithV,-54.00431302923756
realized,-49.65726356724033
evidence,-47.68432695641632
N30000,-49.528795104676455
pushing,-52.16082528865317
packaged,-48.300131608264365
thunder,-56.55717891434041
lowkey,-52.995543462375856
